epoch,accuracy,loss,val_accuracy,val_loss
0,0.9406333565711975,0.20303143560886383,0.97079998254776,0.10003995895385742
1,0.973716676235199,0.09004437923431396,0.9751999974250793,0.08705873787403107
2,0.9816499948501587,0.06524327397346497,0.9783999919891357,0.07906947284936905
3,0.9861166477203369,0.05236724019050598,0.9797000288963318,0.07941479235887527
4,0.9891833066940308,0.04111187905073166,0.9801999926567078,0.08327537775039673
